Company Name,Funded Date,Funded Amount,Fund Type,Company Linkedin Url,Website,Industries
1K,2022-12-07,320000000,Series B,https://in.linkedin.com/company/1knetworks,https://www.1knetworks.com,AI
Portl,2022-12-07,250000000,Seed,https://www.linkedin.com/company/portl-technologies-inc/about/,https://portl.co/,AI
50Fin,2022-12-07,550000,Seed,https://www.linkedin.com/company/50fin/,https://50fin.in,AI
DevDham,2022-12-07,60000000,Seed,https://www.linkedin.com/company/devdham,https://devdham.com,AI
Noccarc,2022-12-07,166000000,Seed,https://www.linkedin.com/company/noccarc,https://noccarc.com/,AI
Skye Air Mobility,2022-12-07,4000000,Series A,https://www.linkedin.com/company/skyeairmobility,https://skyeair.tech,AI
Uppercase,2022-12-07,9000000,Series B,https://www.linkedin.com/company/acefour-accessories-pvt-ltd,https://uppercase.co.in,AI
Walko,2022-12-07,1658000000,Series B,https://www.linkedin.com/company/walko-food-company-private-limited,https://walkofood.com/,AI
3EV Industries,2022-12-07,960000000,Series A,https://www.linkedin.com/company/3evi,https://3evi.com,AI
Medulance,2022-12-07,3000000,Series A,https://www.linkedin.com/company/medulance/,https://www.medulance.com/,AI
LetsDressUp,2022-12-07,110000000,Seed,https://www.linkedin.com/company/letsdressup-ldu,https://www.letsdressup.in,AI
Bombay Shirt Company,2022-12-07,540000000,Series B,https://www.linkedin.com/company/bombay-shirt-company,https://bombayshirts.com,AI
OneDios,2022-12-07,,Seed,https://www.linkedin.com/company/onedios/about/,https://www.onedios.com/,AI
Fabriclore,2022-12-07,133000000,Seed,https://www.linkedin.com/company/fabriclore/,https://fabriclore.com/,AI
Primus,2022-12-07,20000000,Seed,https://www.linkedin.com/company/primus-lifespaces-pvt-ltd,https://www.primuslife.in,AI
Petals Studio,2022-12-07,180000,Pre-Seed,https://www.linkedin.com/company/petals-studio-2024,https://www.petals.studio,AI
Cargofirst QAHO CORPORATION PRIVATE LIMITED,2022-12-07,120000,Seed,https://www.linkedin.com/company/cargo-first-contract-management/,https://www.cargofirst.net/,AI
Groovy,2022-12-07,1869582,Seed,https://www.linkedin.com/company/drinkgroovy/,https://www.drinkgroovy.com,AI
LetzRyd,2022-12-07,1000000,Seed,https://www.linkedin.com/company/letzryd/?originalSubdomain=in,https://letzryd.com/,AI
BUGGY,2022-12-07,150000,Pre-Seed,https://www.linkedin.com/company/buggyhub/,https://www.buggyhub.com/,AI
E Student,2022-12-07,145000,Pre-Seed,https://www.linkedin.com/company/e-studentservices/?viewAsMember=true,https://estudent.tech/,AI
DealDox CPQ,2022-12-07,43000,Seed,https://www.linkedin.com/company/dealdox,https://www.dealdox.io/,AI
Iter8,2022-12-07,1000000,Seed,https://www.linkedin.com/company/iter8tech,https://iter8.in,AI
Electrifi Mobility,2022-12-07,250000000,Seed,https://www.linkedin.com/company/electrifi-mobility-pvt-ltd,https://electrifimobility.com,AI
Saaral,2022-12-07,2813301,Series A,https://www.linkedin.com/company/saaral-foods/,https://www.saaralstore.com/,AI
Streambox Media,2022-12-07,,Seed,https://www.linkedin.com/company/streamboxmedia,https://www.streamboxmedia.com,AI
UnusualHR,2022-12-07,100000,Seed,https://www.linkedin.com/company/unusalhr,https://www.unusualhr.com,AI
Birla Brainiacs,2022-12-07,,Seed,https://www.linkedin.com/company/birla-brainiacs/,https://birlabrainiacs.com/,AI
Floik,2022-12-07,,Seed,https://www.linkedin.com/company/floik,https://www.floik.com/,AI
Datachamps,2022-12-07,500000,Seed,https://www.linkedin.com/company/datachamps-ai/,https://datachamps.ai/,AI
Cannarma,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/cannarma/,https://cannarma.com/,AI
Better Beauty,2022-12-07,,Seed,https://www.linkedin.com/company/betterbeauty,https://www.thebetterbeauty.com/,AI
NurtureHeal,2022-12-07,48000,Pre-Seed,https://www.linkedin.com/company/nurtureheal/,https://www.nurtureheal.com,AI
Anifoards Innovate,2022-12-07,50000,Seed,https://www.linkedin.com/AnifoardsGroup/,https://anifoardsgroup.my.canva.site/anifoards-innovate,AI
Jaagruk Bharat,2022-12-07,180000,Pre-Seed,https://www.linkedin.com/company/jaagruk-bharat/,https://www.jaagrukbharat.com/,AI
Secondbrain,2022-12-07,9000,Pre-Seed,https://www.linkedin.com/company/secondbrainapp/,https://secondbrain.co.in/,AI
Traqo,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/traqo-in/?viewAsMember=true,https://www.traqo.io/,AI
RupiCard,2022-12-07,,Seed,http://www.linkedin.com/company/rupicard,https://rupicard.com,AI
Vernam,2022-12-07,150000,Seed,https://www.linkedin.com/company/104993126/,https://www.vernamiconic.com,AI
Augnito,2022-12-07,,Seed,https://www.linkedin.com/company/augnito,https://augnito.ai,AI
Onramp Money,2022-12-07,,Seed,https://www.linkedin.com/company/onrampmoney,https://onramp.money,AI
Findr,2022-12-07,,Seed,https://www.linkedin.com/company/usefindr/,https://www.usefindr.com/,AI
Astuto Technologies,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/astuto-cloud,https://www.astuto.ai,AI
Hack2skill,2022-12-07,83000000,Seed,https://www.linkedin.com/company/hack2skill/,https://hack2skill.com/,AI
Terra,2022-12-07,,Seed,https://www.linkedin.com/company/letsterra/,https://www.letsterra.com/,AI
Furrl,2022-12-07,,Seed,https://www.linkedin.com/company/furrl,https://www.furrl.in,AI
Ignosis,2022-12-07,,Seed,https://www.linkedin.com/company/ignosi,https://ignosis.ai,AI
Procuzy,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/procuzy/,https://www.procuzy.com/,AI
SarvM.AI,2022-12-07,,Seed,https://www.linkedin.com/company/sarvm-ai-tech,https://sarvm.ai,AI
Wyb,2022-12-07,,Seed,https://www.linkedin.com/company/wyb-social/about/,https://wyb.social/,AI
Cogniquest AI,2022-12-07,,Seed,https://www.linkedin.com/company/cogniquestai/,https://www.cogniquest.ai/,AI
Hunar,2022-12-07,,Seed,https://www.linkedin.com/company/hunar-ai/,https://www.hunar.ai/,AI
Paytring,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/paytring/,https://paytring.com/,AI
RavenMail,2022-12-07,,Seed,https://www.linkedin.com/company/ravenmail/,https://ravenmail.io,AI
Punt Partners,2022-12-07,,Seed,https://www.linkedin.com/company/punt-partners,https://www.punt.partners,AI
Zoplar,2022-12-07,,Seed,https://www.linkedin.com/company/zoplar/?originalSubdomain=in,https://www.zoplar.com/,AI
GroAR,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/groar/,https://groar.in/,AI
HyugaLife,2022-12-07,83000000,Seed,https://www.linkedin.com/company/thehyugalife,https://hyugalife.com,AI
Dusaan,2022-12-07,,Seed,https://www.linkedin.com/company/dusaan/?originalSubdomain=in,https://dusaan.com/,AI
Nirwana.AI,2022-12-07,,Seed,https://www.linkedin.com/company/nirwana-ai,https://nirwana.ai,AI
PadelPark,2022-12-07,,Seed,https://www.linkedin.com/company/playbooksports,https://www.padelpark.in,AI
Anny,2022-12-07,,Seed,https://www.linkedin.com/company/annyofficial/,https://www.styleanny.in/,AI
Biup Technologies,2022-12-07,,Seed,https://www.linkedin.com/company/biup-ai,https://www.biup.ai,AI
Intelizest,2022-12-07,,Seed,https://www.linkedin.com/company/intelizest/,https://intelizest.com/,AI
NxtQube,2022-12-07,,Seed,https://www.linkedin.com/company/nxtqube,https://nxtqube.com,AI
Lenity,2022-12-07,,Seed,https://www.linkedin.com/company/lenityhealth/,https://lenity.health/,AI
RECEX,2022-12-07,,Seed,https://www.linkedin.com/company/smvaisnowrecex/,https://recex.co/,AI
Agrictools,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/agrictools-india/,https://www.agrictools.com/,AI
Japam,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/japamin/,https://japam.in/,AI
Sthani,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/sthani,https://sthani.ae,AI
Fabits,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/fabits/,https://www.fabits.com,AI
Autoverse Mobility,2022-12-07,,Seed,https://www.linkedin.com/company/autoverse-mobility/?originalSubdomain=in,https://www.autoversemobility.in/,AI
Fermbox Bio,2022-12-07,,Seed,https://www.linkedin.com/company/fermbox-bio/,https://fermbox.bio,AI
House of Chikankari,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/house-of-chikankari,https://www.houseofchikankari.in,AI
TinyCheque,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/tinycheque/,https://tinycheque.com,AI
Getsetyo,2022-12-07,,Seed,https://www.linkedin.com/company/getsetyo/,https://www.getsetyo.com/,AI
Yaary,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/yaary/?originalSubdomain=in,https://yaary.in/,AI
Xtended Space,2022-12-07,,Seed,https://www.linkedin.com/company/86138214,https://www.xtendedspace.com,AI
Qurex,2022-12-07,,Seed,https://www.linkedin.com/company/qurexhealth/,https://qurex.in/,AI
Depo 24,2022-12-07,,Seed,https://www.linkedin.com/company/depo-24/?originalSubdomain=in,https://depo24.in/,AI
smart udyog,2022-12-07,,Seed,https://www.linkedin.com/company/smartudyog/,https://www.smartudyog.in/,AI
WEBGITS24 | Witanex Technologies,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/webgits24/,https://www.webgits24.com/,AI
Praxia,2022-12-07,,Seed,https://www.linkedin.com/company/praxiatech/,https://www.praxia.co.in/,AI
NEMA AI,2022-12-07,,Seed,https://www.linkedin.com/company/nema-ai,https://nemaai.com,AI
Rhym,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/rhym/?originalSubdomain=in,https://www.rhym.io/,AI
Circle Health,2022-12-07,,Seed,https://www.linkedin.com/company/wearecirclehealth/,https://www.circlehealth.in/,AI
Solfin,2022-12-07,,Seed,https://www.linkedin.com/company/solfin-sustainable-financing/,https://solfin.co.in/,AI
Difinity Digital,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/difinity-digital/,https://difinitydigital.com/,AI
Phree,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/phree-for-safety,https://www.phree.co,AI
AllMasters,2022-12-07,,Seed,https://www.linkedin.com/company/allmasters-ai,https://www.allmasters.ai/,AI
BBO Marketing,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/bbomarketing/,https://bbomarketing.online/,AI
Shram,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/shram-io/,https://www.shram.io/,AI
Space Philic Pvt Ltd,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/79805798/admin/,https://spacephilic.com/,AI
EVA2Z Electric,2022-12-07,,Seed,https://www.linkedin.com/company/eva2zofficial/,https://www.eva2z.in,AI
Accomation,2022-12-07,,Seed,https://www.linkedin.com/company/accomation,https://accomation.io,AI
Yaari Games,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/yaarigames/,https://www.yaarigames.com/,AI
Grel Cabs,2022-12-07,,Seed,https://www.linkedin.com/company/snm-cabs,https://www.grelcabs.com,AI
Anarchy Warzone,2022-12-07,,Seed,https://www.linkedin.com/company/anarchy-games/,https://www.anarchy.game/,AI
Edept,2022-12-07,,Seed,https://www.linkedin.com/company/edept-co/,https://edept.co/,AI
Natural Solutions and Nutraceuticals,2022-12-07,,Seed,https://www.linkedin.com/company/natural-solutions-and-nutraceuticals/,https://www.nsnpl2health.com/,AI
SPYINT,2022-12-07,,Seed,https://www.linkedin.com/company/spyint-in/,https://www.spyint.com/,AI
InstaMed,2022-12-07,,Seed,https://www.linkedin.com/company/instamed-medicine-delivery/,https://instamed.in/,AI
Stroom,2022-12-07,,Seed,https://www.linkedin.com/company/stroomin/?originalSubdomain=in,https://www.stroom.in/,AI
Jumbaya,2022-12-07,,Seed,https://www.linkedin.com/company/jumbaya/?originalSubdomain=in,https://www.jumbaya.com/,AI
Arza,2022-12-07,,Seed,https://www.linkedin.com/company/arzalifestyle/,https://arzalifestyle.com/,AI
Curve Electric,2022-12-07,,Seed,https://www.linkedin.com/in/curve-electric-905746253/?originalSubdomain=in,https://www.curveelectric.com/,AI
Scooton,2022-12-07,,Seed,https://www.linkedin.com/company/scooton/,https://scooton.app/,AI
KMPL,2022-12-07,,Seed,https://www.linkedin.com/company/kimana-motors-pvt-ltd/,https://kmpl.co.in/,AI
MYeKIGAI,2022-12-07,,Seed,https://www.linkedin.com/company/myekigai-ppl/,https://www.myekigai.com/,AI
Voltreum,2022-12-07,,Seed,https://www.linkedin.com/company/voltreum,https://voltreum.com/,AI
Optimile,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/optimileindia/,https://optimile.co/,AI
BizzSetu,2022-12-07,,Seed,https://in.linkedin.com/company/bizzsetu,https://www.bizzsetu.com/,AI
Tractor Seva,2022-12-07,,Seed,https://www.linkedin.com/company/tractor-seva/,https://www.tractorseva.com/,AI
Flick Studios,2022-12-07,,Seed,https://www.linkedin.com/company/flick-studios-pvt-ltd/,https://flickstudios.co.in/,AI
nurasoi,2022-12-07,,Seed,https://www.linkedin.com/company/nurasoi/?originalSubdomain=in,https://nurasoi.com/,AI
Urban Forest Company,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/urban-forest-company/,https://urbanforest.company/,AI
Reon Vision,2022-12-07,,Seed,https://www.linkedin.com/company/reon-vision-wellness/,https://www.reonvision.com,AI
Fotia Ceramica,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/fotia-ceramica/?originalSubdomain=in,https://www.fotiaceramica.com/,AI
Mood Buddy,2022-12-07,,Seed,https://www.linkedin.com/company/moodbuddy-in/,https://moodbuddy.in/,AI
Assurify Technology,2022-12-07,,Seed,https://www.linkedin.com/company/assurify_technology,https://www.assurify.in,AI
GenZDealZ.ai,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/genzdealz/,https://genzdealz.ai/,AI
Saira,2022-12-07,,Seed,https://www.linkedin.com/company/sairapeopletechsolutions/,https://sairajobs.com/,AI
Ulai,2022-12-07,,Seed,https://www.linkedin.com/company/ulai/,https://www.ulai.in/,AI
ToToys AI,2022-12-07,,Seed,https://www.linkedin.com/company/totoys-ai/,https://totoys.in/,AI
Justitiaa,2022-12-07,,Seed,https://www.linkedin.com/company/justitiaalegal/,https://justitiaa.in/,AI
KalaaPlanet,2022-12-07,,Seed,https://www.linkedin.com/company/shreekalaaplanet/?viewAsMember=true,https://www.kalaaplanet.in/,AI
Axis Pension Fund,2022-12-07,,Seed,https://www.linkedin.com/company/axis-pension-funds/,https://www.axispensionfund.com/,AI
Currently,2022-12-07,,Seed,https://www.linkedin.com/company/currently.social/,https://currently.social/,AI
Figfax,2022-12-07,,Seed,https://www.linkedin.com/company/figfax/,https://www.figfax.com/,AI
Elektropod Technologies,2022-12-07,,Seed,https://in.linkedin.com/company/elektropod,https://www.elektropod.com/,AI
PayTamasha,2022-12-07,,Seed,https://www.linkedin.com/company/paytamasha/,https://paytamasha.com/,AI
Yira.ai,2022-12-07,,Pre-Seed,https://www.linkedin.com/company/yiraai/?originalSubdomain=in,https://yira.ai/,AI
Capabl India,2022-12-07,,Seed,https://www.linkedin.com/school/cabapl-elite-techno-groups/?originalSubdomain=in,https://capabl.in/,AI
Aica Health,2022-12-07,,Seed,https://www.linkedin.com/company/aica-health/,https://www.aicahealth.com/home/,AI
Urban Farms,2022-12-07,,Seed,https://www.linkedin.com/company/urbanfarmsudaipur/,https://www.urbanfarms.co.in/,AI
VetNet.Social,2022-12-07,,Seed,https://www.linkedin.com/company/vetnet-social/,https://vetnet.social/,AI
RIU,2022-12-07,,Seed,https://www.linkedin.com/company/riuai/?originalSubdomain=in,https://www.riu.ai/,AI
hypergro,2022-12-07,,Seed,https://www.linkedin.com/company/hypergro/about,https://hypergro.ai,AI
Fleek,2022-12-07,,Seed,https://www.linkedin.com/company/getfleekapp/,https://www.getfleek.app/,AI
The Happy Company ®,2022-12-07,3000000,Seed,https://www.linkedin.com/company/happycompanyhq/,https://www.chaicup.co,AI
Sustainiam,2022-12-07,1500000,Seed,https://www.linkedin.com/company/sustainiam,https://sustainiam.com,AI
NeuralGarage,2022-12-07,1000000,Seed,https://www.linkedin.com/company/neuralgarage,https://www.neuralgarage.com,AI
Holiday Tribe,2022-12-07,54000000,Seed,https://www.linkedin.com/company/holidaytribe,https://www.holidaytribe.com,AI
NAYAN,2022-12-07,2000000,Seed,https://www.linkedin.com/company/nayancam,https://nayan.co/,AI
runo,2022-12-07,1500000,Seed,https://www.linkedin.com/company/runo-crm/,https://www.runo.in,AI
Uravu Labs,2022-12-07,,Seed,https://www.linkedin.com/company/uravu-labs/,https://www.uravulabs.com/,AI
PlatinumRx,2022-12-07,66000000,Seed,https://www.linkedin.com/company/platinumrx,https://www.platinumrx.in,AI
LogX,2022-12-07,4000000,Seed,https://www.linkedin.com/company/logxtrade/,https://www.logx.trade/,AI
ParkMate,2022-12-07,1200000,Seed,https://www.linkedin.com/company/parkmatesps-pvtltd,https://parkmate.in,AI
3DAiLY,2022-12-07,,Seed,https://www.linkedin.com/company/my3dmeta,https://3daily.ai,AI
Bookingjini,2022-12-07,,Seed,https://www.linkedin.com/company/7795107/,https://bookingjini.com,AI
Kommunicate,2022-12-07,,Seed,https://www.linkedin.com/company/13623163/,https://www.kommunicate.io/,AI
BEN & GAWS,2022-12-07,3000000,Seed,https://www.linkedin.com/company/ben-gaws-private-limited,https://www.bengaws.com/,AI
Boba Bhai,2022-12-07,125000000,Seed,https://www.linkedin.com/company/boba-bhaii,https://www.bobabhai.com,AI
LXME,2022-12-07,100000000,Seed,https://www.linkedin.com/company/lxme/,https://lxme.in/,AI
OnFinance AI,2022-12-07,,Seed,https://www.linkedin.com/company/onfinanceofficial,https://onfinance.ai,AI
The baker’s dozen,2022-12-07,330000000,Seed,https://www.linkedin.com/company/the-baker's-dozen,https://thebakersdozen.in,AI
PeLocal Fintech,2022-12-07,2000000,Seed,https://www.linkedin.com/company/pelocal-fintech-private-limited,https://pelocal.com,AI
MatchLog,2022-12-07,1500000,Seed,https://www.linkedin.com/company/matchlog-solutions-pvt-ltd/,https://matchlog.delivery/,AI
Revamp Moto,2022-12-07,,Seed,https://www.linkedin.com/company/revampmoto/,https://www.revampmoto.in/,AI
AutoVRse,2022-12-07,166000000,Seed,https://www.linkedin.com/company/autovrse,https://autovrse.in,AI
Orbo.ai,2022-12-07,1000000,Seed,https://www.linkedin.com/company/orbo/,https://orbo.ai/,AI
True Diamond,2022-12-07,1000000,Seed,https://www.linkedin.com/company/truediamondofficial/,https://truediamond.in/,AI
Pointo,2022-12-07,62000000,Seed,https://www.linkedin.com/company/pointoindia,https://pointo.in,AI
Ai Health Highway,2022-12-07,1000000,Seed,https://www.linkedin.com/company/ai-highway-inc,https://aisteth.com/,AI
Raptee Energy,2022-12-07,,Seed,https://www.linkedin.com/company/14431295/,https://www.rapteeenergy.com,AI
MiClient,2022-12-07,39000000,Seed,http://www.linkedin.com/company/miclient,https://www.miclient.ai,AI
INCLUD,2022-12-07,125000000,Seed,https://www.linkedin.com/company/aspiringbrands,https://includ.com,AI
Expertia.AI,2022-12-07,,Seed,https://in.linkedin.com/company/expertia-ai,https://www.expertia.ai,AI
Beyobo,2022-12-07,67000000,Seed,https://www.linkedin.com/company/beyobo,https://beyobo.com/,AI
Fruitoholic,2022-12-07,240000000,Seed,https://www.linkedin.com/company/35946287,https://fruitoholic.live,AI
SportVot,2022-12-07,94000000,Seed,https://www.linkedin.com/company/sportvot/,https://sportvot.com/,AI
InCruiter,2022-12-07,11000000,Seed,https://linkedin.com/in/incruiter,https://incruiter.com,AI
Snap-E Cabs,2022-12-07,207000000,Seed,https://www.linkedin.com/company/snap-e-cabs/,https://snapecabs.com/,AI
Kyari,2022-12-07,65000000,Seed,https://www.linkedin.com/company/kyari123,https://kyari.co,AI
Just Deliveries(JD),2022-12-07,83300000,Seed,https://in.linkedin.com/company/just-deliveries-india,https://justdeliveries.co.in/,AI
EUME,2022-12-07,150000000,Seed,https://www.linkedin.com/company/eumeworld,https://www.eumeworld.com/,AI
eFeed,2022-12-07,100000,Seed,https://www.linkedin.com/company/efeedonline/,https://efeed.in,AI
QpiAI,2022-12-07,6500000,Seed,https://www.linkedin.com/company/qpiai/,https://qpiai.tech,AI
unScript.ai,2022-12-07,1000000,Seed,https://www.linkedin.com/company/unscriptai,https://www.unscript.ai/enterprise,AI
EtherealX,2022-12-07,5000000,Seed,https://www.linkedin.com/company/etherealx,https://www.etherealx.space,AI
Padcare Labs,2022-12-07,15800000,Seed,https://www.linkedin.com/company/padcare-labs-pvt-ltd/?originalSubdomain=in,https://www.padcarelabs.com/,AI
LAIQA,2022-12-07,150000000,Seed,https://www.linkedin.com/company/ourlaiqa,https://mylaiqa.com,AI
ONO,2022-12-07,110000000,Seed,https://linkedin.com/in/ono-ag-28350b212,https://ono.ag,AI
Onlygood,2022-12-07,40000000,Seed,https://www.linkedin.com/company/onlygood-futuretech-india-pvt-ltd-ogfpl/,https://onlygood.world,AI
Fluid Analytics,2022-12-07,124000000,Seed,https://www.linkedin.com/company/fluid-robotics,https://www.fluidrobotics.com/,AI
Larkai Healthcare,2022-12-07,41600000,Seed,https://www.linkedin.com/company/larkai,https://www.larkai.in,AI
Enmovil,2022-12-07,,Seed,https://www.linkedin.com/company/enmovilsolutions,https://www.enmovil.in/aboutus,AI
Invest4Edu,2022-12-07,251800000,Seed,https://www.linkedin.com/company/invest4edu-pvt-ltd,https://invest4edu.com,AI
AADYAH Aerospace,2022-12-07,,Seed,https://www.linkedin.com/company/aadyah-aerospace-private-limited/,https://aadyah.com/,AI
Starbuzz.ai,2022-12-07,41500000,Seed,https://www.linkedin.com/company/starbuzz-ai,https://starbuzz.ai,AI
Biofics,2022-12-07,104000000,Seed,https://www.linkedin.com/company/biofics-private-limited/,https://www.biofics.co.in,AI
Lifetime Health,2022-12-07,124000000,Seed,https://www.linkedin.com/company/lifetimehealthin,https://lifetimehealth.in/,AI
Mylapay,2022-12-07,46000000,Seed,https://www.linkedin.com/company/31164258/,https://mylapay.com/,AI
the EleFant,2022-12-07,60000000,Seed,https://www.linkedin.com/company/the-elefant,https://www.theelefant.com,AI
Veera,2022-12-07,6000000,Seed,https://www.linkedin.com/company/veerabrowser/,https://www.veera.com/,AI
Gallabox,2022-12-07,3559998,Seed,https://www.linkedin.com/showcase/71317643/,https://gallabox.com/,AI
Furnishka,2022-12-07,3250000,Seed,https://www.linkedin.com/company/furnishka/?originalSubdomain=in,https://www.furnishka.com/,AI
Vodex,2022-12-07,,Seed,https://www.linkedin.com/company/vodexai/,https://vodex.ai/,AI
TWF Flours,2022-12-07,120000000,Seed,https://www.linkedin.com/company/twfflours/,https://twfflours.com/app,AI
India IVF Fertility,2022-12-07,1250000,Seed,https://www.linkedin.com/company/india-ivf-fertility/,https://www.indiaivf.in/,AI
Endimension,2022-12-07,60000000,Seed,https://www.linkedin.com/company/endimension-technology-private-limited/,https://www.endimension.com/,AI
Vijya Fintech,2022-12-07,70000000,Seed,https://www.linkedin.com/company/mercury-fintech,https://vijyafintech.com/,AI
DesignX,2022-12-07,1000000,Seed,https://www.linkedin.com/company/nrv-designx-pvt-ltd,https://designx.in/,AI
Ambitio,2022-12-07,15500000,Seed,https://www.linkedin.com/company/ambitio-club,https://ambitio.club,AI
Prosperr.io,2022-12-07,1550000,Seed,https://www.linkedin.com/company/prosperr-io/?originalSubdomain=in,https://www.prosperr.io/,AI
Centriti,2022-12-07,60000000,Seed,https://www.linkedin.com/company/centriti,https://centriti.in,AI
KiVi,2022-12-07,,Seed,https://www.linkedin.com/company/kivi-agrosperity/,https://agrosperity.com/,AI
SpaceFields,2022-12-07,65000000,Seed,https://www.linkedin.com/company/spacefields/,https://www.spacefields.in,AI
TalkEsport,2022-12-07,82400000,Seed,https://www.linkedin.com/company/7321706,https://www.talkesport.com,AI
Bandhoo,2022-12-07,73500000,Seed,https://www.linkedin.com/company/bandhoo-solutions-and-services-pvt-ltd/,https://bandhoo.com/,AI
ZEPIC,2022-12-07,2100000,Seed,https://www.linkedin.com/company/zepic/,https://www.zepic.com,AI
Validus Fintech,2022-12-07,50000000,Seed,https://www.linkedin.com/company/validusfintech/,https://www.validusfintech.com/,AI
IBSFINtech,2022-12-07,1500000,Seed,https://www.linkedin.com/company/ibsfintech-india,https://www.ibsfintech.com,AI
Rockit,2022-12-07,60000000,Seed,https://www.linkedin.com/company/rockit-drinks/,https://rockitbeverages.com/,AI
Crackle Technologies,2022-12-07,1700000,Seed,https://www.linkedin.com/company/crackletech/,https://crackle.tech/,AI
CareBazar,2022-12-07,10000000,Seed,https://www.linkedin.com/company/care-bazar,https://www.carebazar.in,AI
Dantech,2022-12-07,210000000,Seed,https://www.linkedin.com/company/dantech-digital-dental-solutions/,https://www.dantechdentallab.com/,AI
Prodancy,2022-12-07,21400000,Seed,https://www.linkedin.com/company/prodancy,https://www.vizbl.in,AI
Supersourcing,2022-12-07,,Seed,https://www.linkedin.com/company/supersrcing/,https://supersourcing.com/,AI
Juleo,2022-12-07,2500000,Seed,https://www.linkedin.com/company/juleo-club,https://www.juleo.club,AI
Bimapay,2022-12-07,167000000,Seed,https://www.linkedin.com/company/bimapay,https://bimapay.in,AI
Finsall Resources,2022-12-07,150000000,Seed,https://www.linkedin.com/company/finsall,https://finsall.com,AI
StoreHippo,2022-12-07,33000000,Seed,https://www.linkedin.com/company/hippoinnovations,https://www.storehippo.com,AI
Naagin,2022-12-07,60395,Seed,https://www.linkedin.com/company/naaginsauce,https://naaginsauce.com/,AI
BriskPe,2022-12-07,5000000,Seed,https://www.linkedin.com/company/briskpe/,https://briskpe.com,AI
Icanheal,2022-12-07,150000000,Seed,https://www.linkedin.com/company/heal-i-can-healthcare-services/about/,https://icanheal.in/,AI
Headsup B2B,2022-12-07,188900000,Seed,https://www.linkedin.com/company/headsupb2b,https://www.headsupb2b.com,AI
Papa Pawsome,2022-12-07,33500000,Seed,https://www.linkedin.com/company/papa-pawsome/,https://www.papapawsome.com/,AI
Palette Brands,2022-12-07,2000000,Seed,https://www.linkedin.com/company/palettebrands,https://palettebrands.com,AI
ProjectX.Cloud,2022-12-07,2000000,Seed,https://www.linkedin.com/company/projectx-cloud/,https://projectx.cloud,AI
Newmi,2022-12-07,1500000,Seed,https://www.linkedin.com/company/newmi/,https://www.newmi.in,AI
Pratech Brands,2022-12-07,366200000,Seed,https://www.linkedin.com/company/pratech-brands-pvt-ltd/,https://pratechbrands.com/,AI
Qarmatek services,2022-12-07,83000000,Seed,https://www.linkedin.com/company/qarmatek-services-private-limited/?originalSubdomain=in,https://www.qarmatek.com/,AI
Biva,2022-12-07,30000000,Seed,https://www.linkedin.com/company/biva-ai/,https://biva.ai,AI
Exposome,2022-12-07,100000000,Seed,https://www.linkedin.com/company/exposome,https://exposome.in,AI
Dubpro.ai,2022-12-07,500000,Seed,https://www.linkedin.com/company/deepsync/,https://dubpro.ai,AI
Mitra,2022-12-07,110000000,Seed,https://www.linkedin.com/company/mitrafoods,https://www.dealbasketmitra.co.in,AI
OmniCard,2022-12-07,246000000,Seed,https://www.linkedin.com/company/myomnicard/,https://omnicard.in/,AI
Theater,2022-12-07,1500000,Seed,https://www.linkedin.com/company/theater-xyz/,https://theater.xyz,AI
Spolto,2022-12-07,13500000,Seed,https://www.linkedin.com/company/spolto,https://www.spolto.com,AI
Optimo Loan,2022-12-07,10000000,Seed,https://www.linkedin.com/company/optimocapital/,https://optimoloan.com/,AI
Anar,2022-12-07,,Seed,https://www.linkedin.com/company/anar-app/about/,https://anar.biz/,AI
Book My Bai,2022-12-07,20000000,Seed,https://www.linkedin.com/company/bookmybai-com,https://www.bookmybai.com/,AI
ReFit Global,2022-12-07,20000000,Seed,https://www.linkedin.com/company/refit-global,https://refitglobal.com,AI
Beautywise,2022-12-07,65000000,Seed,https://www.linkedin.com/company/beautywise_supplements,https://beautywise.in,AI
